Year,Player,Age,Hometown,Home State,Tm,G,GS,Cmp,Att,Yds,TD,Int,Y/A,Rec,Y/R,FantPos,FantPt,Height (inches),Weight,College,Conference,College wins,College losses,DOB,Draft Round,Draft Year,Wonderlic,40�Yard,Bench Press,Vert Leap�(in),Broad Jump�(in),Shuttle,3Cone
2001,Terry Allen,33,Commerce,GA,BAL,11,8,0,168,68,0,0,3.92,17,4,RB,91,70,204,Clemson,ACC,123,68,2/21/1968,9,1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Kordell Stewart,30,New Orleans,LA,PIT,8,5,109,43,0,0,6,4.44,0,,QB,91,73,218,Colorado,Pac 12,78,108,10/16/1972,2,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2001,Michael Westbrook,29,Detroit,MI,WAS,16,16,0,2,664,4,0,4,57,11.65,WR,91,75,220,Colorado,Pac 12,78,108,7/7/1972,1,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Knowshon Moreno,25,Belford,NJ,DEN,9,6,0,139,167,0,0,3.78,21,7.95,RB,91,70,215,Georgia,SEC,142,53,8/2/1900,1,2009,0,4.5,25,35.5,115,4.27,6.84
2002,Dez White,23,Orange Park,PA,CHI,16,14,0,3,656,4,0,3.67,51,12.86,WR,91,73,215,Georgia Tech,ACC,117,77,8/23/1979,3,2000,0,4.62,37.5,37.5,124,4.09,6.91
2005,Ashley Lelie,25,Bellflower,CA,DEN,16,13,0,5,770,1,0,16.8,42,18.33,WR,91,75,200,Hawaii,Mountain West,109,86,2/16/1980,1,2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Antowain Smith,31,Millbrook,AL,NWE,13,6,0,182,92,0,0,3.53,14,6.57,RB,91,74,232,Houston,American,98,88,3/14/1972,1,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Scott Chandler,27,Bedford,TX,BUF,15,13,0,0,571,6,0,,43,13.28,TE,91,79,270,Iowa,Big Ten,108,79,9/26/1900,4,2007,0,4.78,16,30,111,4.32,7.26
2002,Tim Dwight,27,Iowa City,IA,SDG,16,14,0,12,623,2,0,9,50,12.46,WR,91,68,180,Iowa,Big Ten,108,79,7/13/1975,4,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Bubba Franks,24,Riverside,CA,GNB,16,15,1,0,442,7,0,,54,8.19,TE,91,78,263,Miami (FL),ACC,130,58,1/6/1978,1,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Devin Hester,26,Riviera Beach,FL,CHI,15,8,0,6,665,3,0,10.17,51,13.04,WR,91,70,185,Miami (FL),ACC,130,58,11/4/1982,2,2006,0,4.41,16,38,124,0,0
2007,Brian Griese,32,Miami,FL,CHI,7,6,161,13,0,0,12,2.15,0,,QB,91,75,215,Michigan,Big Ten,124,64,3/18/1975,3,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Kelly Holcomb,32,Fayetteville,TN,BUF,10,8,155,18,0,0,8,0.61,0,,QB,91,74,0,Middle Tenn. St.,Conference USA,#N/A,#N/A,7/9/1973,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Deuce McAllister,30,Lena,MS,NOR,13,6,0,107,128,1,0,3.91,18,7.11,RB,91,73,232,Mississippi,SEC,92,91,12/27/1978,1,2001,0,4.41,20,37.5,0,0,0
2007,Julius Jones,26,Big Stone Gap,VA,DAL,16,16,0,164,203,0,0,3.59,23,8.83,RB,91,12,210,Notre Dame,Independent,112,74,8/14/1981,2,2004,0,4.47,0,37.5,121,4.16,7.96
2001,Joey Galloway,30,Bellaire,OH,DAL,16,16,1,3,699,3,0,10.67,52,13.44,WR,91,71,197,Ohio St.,Big Ten,138,41,11/20/1971,1,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Kenny Watson,24,Harrisburg,PA,WAS,16,4,0,116,253,1,0,4.6,32,7.91,RB,91,71,214,Penn St.,Big Ten,15,68,3/13/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Antonio Bryant,25,Miami,FL,SFO,14,13,0,0,733,3,0,,40,18.33,WR,91,73,192,Pittsburgh,ACC,106,80,3/9/1981,2,2002,0,4.57,0,37,121,0,0
1999,Donovan McNabb,23,Chicago,IL,PHI,12,6,106,47,-6,0,7,6.66,1,-6,QB,91,74,240,Syracuse,ACC,81,101,11/25/1976,1,1999,14,4.64,33,33,117,4.38,7.3
2012,Jeremy Kerley,24,Hutto,TX,NYJ,16,7,1,5,827,2,0,1.6,56,14.77,WR,91,69,188,TCU,Big 12,138,49,7/6/1900,5,2011,0,4.56,16,34.5,120,0,0
2011,LaDainian Tomlinson,32,Rosebud,TX,NYJ,14,1,0,75,449,2,0,3.73,42,10.69,RB,91,12,221,TCU,Big 12,138,49,6/23/1979,1,2001,0,4.46,18,40.5,0,4.21,6.84
2008,Chris Cooley,26,Powell,WY,WAS,16,16,0,0,849,1,0,,83,10.23,TE,91,75,252,Utah St.,Mountain West,66,112,7/11/1982,3,2004,0,4.87,22,33,115,4.19,7.22
2012,Chris Givens,23,Jackson,MS,STL,15,12,0,3,698,3,0,4,42,16.62,WR,91,71,198,Wake Forest,ACC,86,96,7/16/1900,4,2012,0,4.35,19,33.5,118,4.23,6.97
1999,Torrance Small,29,Tampa,FL,PHI,15,15,0,0,655,4,0,,49,13.37,WR,90,75,209,Alcorn St.,SWAC,#N/A,#N/A,9/4/1970,5,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Todd Heap,30,Mesa,AZ,BAL,13,13,0,0,599,5,0,,40,14.98,TE,90,77,252,Arizona St.,Pac 12,101,86,3/16/1980,1,2001,0,4.68,22,32,0,0,0
2011,Peyton Hillis,25,Conway,AR,CLE,10,9,0,161,130,0,0,3.65,22,5.91,RB,90,73,240,Arkansas,SEC,107,80,1/21/1986,7,2008,0,4.64,26,30.5,117,0,7.15
2013,DeAndre Hopkins,21,0,,HOU,16,16,0,0,802,2,0,,52,15.42,WR,90,73,214,Clemson,ACC,123,68,1/0/1900,1,2013,0,4.57,15,36,115,4.5,0
1999,J.J. Johnson,25,Mobile,AL,MIA,13,4,0,164,100,0,0,3.4,15,6.67,RB,90,73,230,Davidson,Pioneer,#N/A,#N/A,4/20/1974,2,0,0,4.71,0,0,0,4.19,7.3
2010,Justin Forsett,25,Lakeland,FL,SEA,16,5,0,118,252,0,0,4.43,33,7.64,RB,90,68,190,Grace Prep,#N/A,#N/A,#N/A,10/14/1985,7,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Marc Boerigter,24,Hastings,NE,KAN,16,2,0,0,420,8,0,,20,21,WR,90,75,220,Hastings,#N/A,#N/A,#N/A,5/4/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Antwaan Randle El,29,Riverdale,IL,WAS,16,16,3,1,593,4,0,5,53,11.19,WR,90,70,192,Indiana,Big Ten,58,118,8/17/1979,2,2002,0,4.49,0,0,0,0,0
2001,Jason Brookins,25,Mexico,MO,BAL,12,3,0,151,45,0,0,3.65,6,7.5,RB,90,73,235,Lane,SIAC,#N/A,#N/A,1/5/1976,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Deion Branch,28,Albany,GA,SEA,11,11,0,0,661,4,0,,49,13.49,WR,90,69,193,Louisville,ACC,127,61,7/18/1979,2,2002,0,4.47,0,36,117,3.76,6.71
2012,Greg Little,23,Durham,NC,CLE,16,16,0,2,647,4,0,7.5,53,12.21,WR,90,74,215,North Carolina,ACC,70,97,8/2/1900,2,2011,0,4.51,27,40.5,129,4.21,6.8
2013,Hakeem Nicks,25,Charlotte,NC,NYG,15,15,0,0,896,0,0,,56,16,WR,90,73,210,North Carolina,ACC,70,97,1/14/1988,1,2009,11,4.51,0,36,0,0,0
2008,Anthony Gonzalez,24,Cleveland,OH,IND,16,2,0,0,664,4,0,,57,11.65,WR,90,73,193,Ohio St.,Big Ten,138,41,9/18/1984,1,2007,0,4.44,0,38,123,4.08,6.54
2013,Brandon Weeden,30,Oklahoma City,OK,CLE,8,5,141,12,0,0,9,3.67,0,,QB,90,76,221,Oklahoma St.,Big 12,113,73,10/14/1983,1,2012,27,4.89,0,0,0,0,0
2002,James Mungro,24,East Stroudsburg,PA,IND,9,1,0,97,81,0,0,3.46,13,6.23,RB,90,69,214,Syracuse,ACC,81,101,2/13/1978,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Colt McCoy,24,Hobbs,NM,CLE,8,8,135,28,13,0,9,4.86,1,13,QB,90,74,0,Texas,Big 12,149,45,9/5/1986,3,2010,25,4.79,0,0,114,0,0
1999,Kevin Dyson,24,Logan,UT,TEN,16,16,0,1,658,4,0,3,54,12.19,WR,90,73,208,Utah,Pac 12,123,61,6/23/1975,1,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Andre' Davis,24,Niskayuna,NY,CLE,16,1,0,5,576,5,0,5.6,40,14.4,WR,90,73,195,Virginia Tech,ACC,147,50,6/12/1979,2,2002,0,4.42,39.5,39.5,123,4.1,6.77
2005,Michael Bennett,27,Milwaukee,WI,MIN,16,6,0,126,124,2,0,3.75,27,4.59,RB,90,69,211,Wisconsin,Big Ten,135,60,8/13/1978,1,2001,0,5,24,31,110,0,0
2004,Steve McNair,31,Mount Olive,MS,TEN,8,8,129,23,0,0,9,5.57,0,,QB,89,74,235,Alcorn St.,SWAC,#N/A,#N/A,2/14/1973,1,1995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Tarvaris Jackson,25,Mongtomery,AL,MIN,9,5,88,26,0,0,2,5.58,0,,QB,89,74,0,Arkansas,SEC,107,80,4/21/1983,2,2006,19,4.69,0,31.5,107,4.4,7.41
2007,Chris Brown,26,Winfield,IL,TEN,12,1,0,102,128,0,0,4.53,19,6.74,RB,89,75,219,Colorado,Pac 12,78,108,4/17/1981,3,2003,0,4.55,17,36,115,0,0
2005,Antowain Smith,33,Millbrook,AL,NOR,16,7,0,166,46,0,0,3.97,12,3.83,RB,89,74,232,Houston,American,98,88,3/14/1972,1,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2003,Kelly Holcomb,30,Fayetteville,TN,CLE,10,8,193,8,0,0,12,0.88,0,,QB,89,74,0,Middle Tenn. St.,Conference USA,#N/A,#N/A,7/9/1973,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Arnaz Battle,26,Dallas,TX,SFO,16,15,0,5,686,3,0,5,59,11.63,WR,89,73,217,Notre Dame,Independent,112,74,2/22/1980,6,2003,0,4.58,0,35,117,4.06,6.74
2009,Brady Quinn,25,Columbus,OH,CLE,10,9,136,20,18,0,7,4.9,1,18,QB,89,76,0,Notre Dame,Independent,112,74,10/27/1984,1,2007,29,4.73,24,0,0,0,0
2013,Ted Ginn,28,Cleveland,OH,CAR,16,2,0,4,556,5,0,7.25,36,15.44,WR,89,71,178,Ohio St.,Big Ten,138,41,4/12/1985,1,2007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Jacquizz Rodgers,23,Richmond,TX,ATL,15,4,0,96,341,2,0,3.46,52,6.56,RB,89,67,190,Oregon St.,Pac 12,111,76,2/6/1990,5,2011,0,4.59,0,33,113,4.26,7.31
2001,Joe Jurevicius,27,Cleveland,OH,NYG,14,9,0,0,706,3,0,,51,13.84,WR,89,77,230,Penn St.,Big Ten,15,68,12/23/1974,2,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Kyle Orton,23,Altoona,IA,CHI,15,15,190,24,0,0,13,1.83,0,,QB,89,76,0,Purdue,Big Ten,92,94,11/14/1982,4,2005,27,5.06,0,26.5,0,4.54,7.39
2013,Coby Fleener,25,Lemont,IL,IND,16,12,0,0,608,4,0,,52,11.69,TE,89,78,250,Stanford,Pac 12,101,81,9/20/1988,2,2012,0,4.52,27,0,0,0,0
2007,Donte' Stallworth,27,Sacramento,CA,NWE,16,9,0,1,697,3,0,12,46,15.15,WR,89,73,197,Tennessee,SEC,113,75,11/10/1980,1,2002,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Patrick Ramsey,23,Ruston,LA,WAS,9,5,117,13,0,0,8,-0.08,0,,QB,89,74,225,Tulane,American,60,119,2/14/1979,1,2002,32,5.24,33.5,33.5,0,4.09,7.12
2011,Damian Williams,23,Springdale,AR,TEN,15,13,0,0,592,5,0,,45,13.16,WR,89,73,190,USC,Pac 12,129,49,5/26/1988,3,2010,0,4.52,19,38,118,4.24,6.79
2001,Ricky Proehl,33,Bronx,NY,STL,16,2,0,1,563,5,0,5,40,14.08,WR,89,73,190,Wake Forest,ACC,86,96,3/7/1968,3,1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Reggie Williams,23,Landstuhl,Germany,JAX,16,14,0,7,616,4,0,4.71,52,11.85,WR,89,76,225,Washington,Pac 12,86,98,5/17/1983,1,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Ryan Leaf,24,Great Falls,MT,SDG,11,9,161,28,0,0,18,1.93,0,,QB,89,77,245,Washington St.,Pac 12,75,106,5/15/1976,1,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Cade McNown,22,Portland,OR,CHI,15,6,127,32,0,0,10,5,0,,QB,89,73,208,West Linn,#N/A,#N/A,#N/A,1/12/1977,1,0,28,4.73,33.5,33.5,113,4.28,7.27
1999,Adrian Murrell,29,Fayetteville,NC,ARI,16,12,0,193,335,0,0,2.87,49,6.84,RB,89,71,211,West Virginia,Big 12,120,67,10/16/1970,5,1993,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Amos Zereoue,28,0,,OAK,15,6,0,112,284,0,0,3.79,39,7.28,RB,89,68,212,West Virginia,Big 12,120,67,1/0/1900,3,1999,0,4.53,0,0,0,4.09,0
1999,Yancey Thigpen,30,Tarboro,NC,TEN,10,10,0,0,648,4,0,,38,17.05,WR,89,73,208,Winston-Salem St.,MEAC,#N/A,#N/A,8/15/1969,4,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Matt Jones,25,Fort Smith,AR,JAX,12,10,0,0,761,2,0,,65,11.71,WR,88,78,242,Arkansas,SEC,107,80,4/22/1983,1,2005,0,4.37,0,39.5,129,0,0
2008,Peyton Hillis,22,Conway,AR,DEN,12,6,0,68,179,1,0,5.04,14,12.79,RB,88,73,240,Arkansas,SEC,107,80,1/21/1986,7,2008,0,4.64,26,30.5,117,0,7.15
2001,Tony Richardson,30,Frankfurt,Germany,KAN,14,8,0,66,265,0,0,2.89,30,8.83,RB,88,73,238,Auburn,SEC,130,61,12/17/1971,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Shane Vereen,24,Valencia,CA,NWE,8,1,0,44,427,3,0,4.73,47,9.09,RB,88,70,200,California,Pac 12,90,94,3/2/1989,2,2011,0,4.49,31,34,115,4.28,6.95
2008,Dan Orlovsky,25,Bridgeport,CT,DET,10,7,143,7,0,0,8,4.14,0,,QB,88,77,0,Connecticut,American,83,86,8/18/1983,5,2005,30,4.93,0,29.5,107,4.43,7.33
2000,Willie Jackson,29,Gainesville,FL,NOR,15,7,0,0,523,6,0,,37,14.14,WR,88,73,212,Florida,SEC,139,55,8/16/1971,0,1994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,Greg Jones,24,Columbia,SC,JAX,14,13,0,151,65,0,0,3.81,10,6.5,RB,88,73,248,Florida St.,ACC,130,54,5/9/1981,2,2004,0,4.75,21,31.5,117,4.27,7.21
2005,Randy McMichael,26,Griffin,GA,MIA,16,16,0,0,582,5,0,,60,9.7,TE,88,75,250,Georgia,SEC,142,53,6/28/1979,4,2002,0,4.88,18,29.5,112,4.28,7.56
2012,Pierre Garcon,26,West Palm Beach,FL,WAS,10,10,0,2,633,4,0,4.5,44,14.39,WR,88,73,210,Mount Union,Ohio Athletic Conference,#N/A,#N/A,7/28/1900,6,0,0,4.42,20,36.5,125,4.19,6.9
2008,Julius Jones,27,Big Stone Gap,VA,SEA,15,10,0,158,66,0,0,4.42,14,4.71,RB,88,70,210,Notre Dame,Independent,112,74,8/14/1981,2,2004,0,4.47,0,37.5,121,4.16,7.96
2002,James Allen,27,Wynnewood,OK,HOU,16,5,1,155,302,0,0,3.35,47,6.43,RB,88,70,212,Oklahoma,Big 12,160,39,3/28/1975,0,0,0,4.62,38,38,126,4.21,7.59
2012,Jacquizz Rodgers,22,Richmond,TX,ATL,16,0,0,94,402,1,0,3.85,53,7.58,RB,88,67,190,Oregon St.,Pac 12,111,76,7/8/1900,5,2011,0,4.59,0,33,113,4.26,7.31
2009,Kenny Britt,21,Bayonne,NJ,TEN,16,6,0,0,701,3,0,,42,16.69,WR,88,75,215,Rutgers,Big Ten,87,96,9/19/1988,1,2009,0,4.49,23,37,124,4.47,0
2000,Larry Centers,32,Tatum,TX,WAS,15,6,0,19,600,3,0,5.42,81,7.41,RB,88,73,225,S.F. Austin,Southland,#N/A,#N/A,6/1/1968,0,1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1999,Damon Huard,26,Yakima,WA,MIA,16,5,125,28,0,0,4,4.43,1,0,QB,88,75,215,Washington,Pac 12,86,98,7/9/1973,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Kevin Boss,25,Corvallis,OR,NYG,15,15,0,1,567,5,0,16,42,13.5,TE,88,79,255,Western Oregon,Division II,#N/A,#N/A,1/11/1984,5,0,0,4.78,0,35,116,4.41,6.96
2013,Montee Ball,23,Wentzville,MO,DEN,16,0,0,120,145,0,0,4.66,20,7.25,RB,88,71,214,Wisconsin,Big Ten,135,60,12/5/1990,2,2013,0,4.66,15,32,118,4.4,6.88
2013,Roddy White,32,James Island,SC,ATL,13,13,0,0,711,3,0,,63,11.29,WR,87,73,201,Ala-Birmingham,Conference USA,#N/A,#N/A,11/2/1981,1,2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Dennis Northcutt,30,Los Angeles,CA,JAX,15,11,0,6,601,4,0,4.5,44,13.66,WR,87,12,175,Arizona,Pac 12,82,99,12/22/1977,2,2000,0,4.43,0,37.5,123,4.04,6.96
2006,Matt Jones,23,Fort Smith,AR,JAX,14,4,0,2,643,4,0,-7.5,41,15.68,WR,87,78,242,Arkansas,SEC,107,80,4/22/1983,1,2005,0,4.37,0,39.5,129,0,0
2007,Rudi Johnson,28,Ettrick,VA,CIN,11,9,0,170,110,1,0,2.92,13,8.46,RB,87,12,220,Auburn,SEC,130,61,10/1/1979,4,2001,0,4.57,24,37.5,0,4.22,7.32
2010,Jacoby Ford,23,West Palm Beach,FL,OAK,16,9,0,10,470,2,0,15.5,25,18.8,WR,87,69,181,Clemson,ACC,123,68,7/27/1987,4,2010,0,4.22,15,33.5,115,4.44,7
2012,Mike Tolbert,27,Carrollton,GA,CAR,16,5,0,54,268,0,0,3.39,27,9.93,RB,87,69,243,Coastal Carolina,Big South,#N/A,#N/A,8/30/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Keiland Williams,24,Lafayette,LA,WAS,15,3,0,65,309,2,0,4.02,39,7.92,RB,87,71,225,Hargrave Military Academy,#N/A,#N/A,#N/A,8/14/1986,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Sylvester Morris,23,New Orleans,LA,KAN,15,14,1,0,678,3,0,,48,14.13,WR,87,75,206,Jackson St.,SWAC,#N/A,#N/A,10/6/1977,1,2000,0,4.6,34.5,34.5,119,4.17,7.06
2003,Travis Taylor,24,Fernandina Beach,FL,BAL,16,16,0,11,632,3,0,5.64,39,16.21,WR,87,73,210,Jacksonville Ribault,#N/A,#N/A,#N/A,3/30/1979,1,0,0,4.43,37,37,118,0,7.15
2010,Jacob Tamme,25,Lexington,KY,IND,16,8,0,0,631,4,0,,67,9.42,TE,87,76,234,Kentucky,SEC,71,110,3/15/1985,4,2008,0,4.58,18,30,109,4.27,6.99
2005,Marty Booker,29,Marrero,LA,MIA,15,12,0,0,686,3,0,,39,17.59,WR,87,73,212,La-Monroe,Sun Belt,65,111,7/31/1976,3,1999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2009,Michael Bush,25,Louisville,KY,OAK,16,7,0,123,105,0,0,4.79,17,6.18,RB,87,74,243,Louisville,ACC,127,61,6/16/1984,4,2007,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2008,Greg Olsen,23,Paterson,NJ,CHI,16,7,0,0,574,5,0,,54,10.63,TE,87,78,254,Miami (FL),ACC,130,58,3/11/1985,1,2007,0,4.51,23,35.5,114,4.48,7.04
2006,Derrick Mason,32,Detroit,MI,BAL,16,15,0,1,750,2,0,-4,68,11.03,WR,87,70,190,Michigan St.,Big Ten,112,76,1/17/1974,4,1997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Tony Banks,27,San Diego,CA,BAL,11,8,150,19,0,0,8,3,0,,QB,87,76,230,Michigan St.,Big Ten,112,76,4/5/1973,0,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2007,Justin Gage,26,Indianapolis,IN,TEN,16,8,0,0,750,2,0,,55,13.64,WR,87,76,208,Missouri,SEC,109,78,1/24/1981,5,2003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2012,Hakeem Nicks,24,Charlotte,NC,NYG,13,11,0,0,692,3,0,,53,13.06,WR,87,73,210,North Carolina,ACC,70,97,7/28/1900,1,2009,11,4.51,0,36,0,0,0
2008,Anthony Fasano,24,Glen Ridge,NJ,MIA,16,16,0,0,454,7,0,,34,13.35,TE,87,76,255,Notre Dame,Independent,112,74,4/20/1984,2,2006,0,4.86,19,33.5,0,4.34,6.94
2005,David Givens,25,Youngstown,OH,NWE,13,10,0,2,738,2,0,6.5,59,12.51,WR,87,73,212,Notre Dame,Independent,112,74,8/16/1980,7,2002,0,4.56,0,40.5,126,4.13,6.82
2013,Tim Wright,23,0,,TAM,16,8,0,1,571,5,0,2,54,10.57,WR,87,76,220,Rutgers,Big Ten,87,96,1/0/1900,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2002,Shannon Sharpe,34,Chicago,IL,DEN,13,13,0,0,686,3,0,,61,11.25,TE,87,74,228,Savannah St.,MEAC,#N/A,#N/A,6/26/1968,7,1990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013,Arian Foster,27,San Diego,CA,HOU,8,8,0,121,183,1,0,4.48,22,8.32,RB,87,73,232,Tennessee,SEC,113,75,8/24/1986,0,0,0,4.68,23,0,0,0,0
2006,Nate Washington,23,Toledo,OH,PIT,16,2,0,3,624,4,0,2.67,35,17.83,WR,87,73,185,Tiffin,GLIAC,#N/A,#N/A,8/28/1983,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Patrick Ramsey,25,Ruston,LA,WAS,9,7,169,10,0,0,11,1.9,0,,QB,87,74,225,Tulane,American,60,119,2/14/1979,1,2002,32,5.24,0,33.5,0,4.09,7.12
2009,Fred Davis,23,Toledo,OH,WAS,16,10,0,0,509,6,0,,48,10.6,TE,87,75,250,USC,Pac 12,129,49,1/15/1986,2,2008,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010,Mike Williams,26,Tampa,FL,SEA,14,13,0,1,751,2,0,0,65,11.55,WR,87,77,229,USC,Pac 12,129,49,1/4/1984,1,2005,0,4.53,8,33.5,116,4.31,6.9
2010,Eddie Royal,24,Alexandria,VA,DEN,16,10,0,6,627,3,0,10.17,59,10.63,WR,87,70,182,Virginia Tech,ACC,147,50,5/21/1986,2,2008,0,4.39,24,36,124,4.34,7.07
2012,Nick Foles,23,Austin,TX,PHI,7,6,161,11,0,0,5,3.82,0,,QB,86,77,0,Arizona,Pac 12,82,99,1/0/1900,3,2012,29,5.03,0,30.5,112,0,0
2011,Felix Jones,24,Tulsa,OK,DAL,12,8,0,127,221,0,0,4.53,33,6.7,RB,86,73,200,Arkansas,SEC,107,80,5/8/1987,1,2008,0,4.44,0,33.5,124,4.19,6.9
2002,Marcus Pollard,30,Valley,AL,IND,15,15,0,0,478,6,0,,43,11.12,TE,86,75,247,Bradley,Missouri Valley,#N/A,#N/A,2/8/1972,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Jahvid Best,22,Vallejo,CA,DET,6,6,0,84,287,1,0,4.64,27,10.63,RB,86,69,190,California,Pac 12,90,94,1/30/1989,1,2010,24,4.34,18,32.5,113,4.17,6.75
2009,Bernard Berrian,29,Winton,CA,MIN,16,15,0,0,618,4,0,,55,11.24,WR,86,73,190,Fresno St.,Mountain West,121,74,12/27/1980,3,2004,0,4.58,0,38,128,4.21,7.34
2005,Michael Pittman,30,New Orleans,LA,TAM,16,4,0,70,300,1,0,6.23,36,8.33,RB,86,73,218,Fresno St.,Mountain West,121,74,8/14/1975,4,1998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2004,Antwaan Randle El,25,Riverdale,IL,PIT,16,7,1,8,601,3,0,4.25,43,13.98,WR,86,70,192,Indiana,Big Ten,58,118,8/17/1979,2,2002,0,4.49,0,0,0,0,0
2010,Joseph Addai,27,Houston,TX,IND,8,7,0,116,124,0,0,4.27,19,6.53,RB,86,71,210,LSU,SEC,146,48,5/3/1983,1,2006,0,4.4,18,38.5,125,4.48,7.1
2001,Bubba Franks,23,Riverside,CA,GNB,16,14,0,0,322,9,0,,36,8.94,TE,86,78,263,Miami (FL),ACC,130,58,1/6/1978,1,2000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2011,Greg Olsen,26,Paterson,NJ,CAR,16,13,0,0,540,5,0,,45,12,TE,86,78,254,Miami (FL),ACC,130,58,3/11/1985,1,2007,0,4.51,23,35.5,114,4.48,7.04
2006,Jerious Norwood,23,Jackson,MS,ATL,14,0,0,99,102,0,0,6.39,12,8.5,RB,86,73,205,Mississippi St.,SEC,83,99,7/29/1983,3,2006,0,4.4,15,36.5,122,4.26,6.81
2000,James Thrash,25,Denver,CO,WAS,16,9,0,10,653,2,0,8.2,50,13.06,WR,86,73,200,Missouri Southern,Division II,#N/A,#N/A,4/28/1975,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Irving Fryar,38,Mount Holly,NJ,WAS,14,6,0,2,548,5,0,8,41,13.37,WR,86,73,200,Nebraska,Big Ten,134,61,9/28/1962,1,1984,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2006,Michael Jenkins,24,Tampa,FL,ATL,16,16,0,1,436,7,0,2,39,11.18,WR,86,76,217,Ohio St.,Big Ten,138,41,6/18/1982,1,2004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2000,Mike Alstott,27,Joliet,IL,TAM,13,13,0,131,93,0,0,3.55,13,7.15,RB,86,73,248,Purdue,Big Ten,92,94,12/21/1973,0,1996,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2005,L.J. Smith,25,New Brunswick,NJ,PHI,16,16,0,0,682,3,0,,61,11.18,TE,86,75,258,Rutgers,Big Ten,87,96,5/13/1980,2,2003,0,4.62,26,37,122,4.25,6.74
